<<<<<<< HEAD
crew_id,name,role,base,qualified_types,weekly_max_duty_hrs,leave_status,sccm_certified,experience_months
CC030,CC. Zara Sharma,Cabin Crew,BOM,ATR72|A350|B737|A320,75,Available,True,54
CC031,CC. Zara Verma,Cabin Crew,MAA,B777|A320|B737|A350,75,Available,True,115
CC032,CC. Suresh Shukla,Cabin Crew,HYD,ATR72|B777|B737|A321,85,Available,False,49
CC033,CC. Advait Shukla,Cabin Crew,DEL,A321|A350|B737|B777|A320|ATR72,80,Available,True,47
CC034,CC. Meera Pandey,Cabin Crew,CCU,A321|ATR72|B737|A320,75,Available,True,59
CC035,CC. Tara Sharma,Cabin Crew,HYD,A350|ATR72|A320|A321,85,Available,False,17
CC036,CC. Ira Rao,Cabin Crew,DEL,B737|A320|B777|A321|ATR72,80,Available,True,26
CC037,CC. Aarav Patel,Cabin Crew,DEL,B737|A320|A321|A350,85,Available,True,28
CC038,CC. Tara Singh,Cabin Crew,BLR,B777|ATR72|A321|A320|A350|B737,75,Available,False,86
CC039,CC. Kabir Patel,Cabin Crew,DEL,A321|B737|A350|ATR72|A320,75,Available,True,80
CC040,CC. Zara Nair,Cabin Crew,HYD,A320|ATR72|B737|A350,80,Available,False,24
CC041,CC. Zara Gupta,Cabin Crew,CCU,B777|ATR72|B737|A320,85,Available,False,54
CC042,CC. Sita Rao,Cabin Crew,BOM,A320|B777|ATR72|A321,85,Available,False,39
CC043,CC. Atharv Malhotra,Cabin Crew,BOM,A350|A321|A320|B777|B737|ATR72,75,Available,True,53
CC044,CC. Arjun Bhatt,Cabin Crew,MAA,B777|A350|ATR72|A321,75,Available,True,103
CC045,CC. Rohan Sharma,Cabin Crew,MAA,A350|ATR72|A321|A320|B777,80,Available,True,71
CC046,CC. Vihaan Joshi,Cabin Crew,DEL,A321|B737|ATR72|A320,75,Available,False,93
CC047,CC. Kavya Jain,Cabin Crew,HYD,B777|ATR72|B737|A350|A320,85,Available,False,69
CC048,CC. Riya Kumar,Cabin Crew,DEL,ATR72|A321|B777|A350|A320|B737,80,Available,True,70
CC049,CC. Ganesh Iyer,Cabin Crew,BLR,A350|B777|ATR72|A320|A321,80,Available,False,87
CC050,CC. Arjun Joshi,Cabin Crew,MAA,B777|A321|A350|ATR72,75,Available,False,106
CC051,CC. Ganesh Dubey,Cabin Crew,HYD,A321|ATR72|B737|A320|A350|B777,85,Available,False,52
CC052,CC. Zara Rao,Cabin Crew,BLR,B777|ATR72|B737|A320|A350|A321,85,Available,False,116
CC053,CC. Vihaan Agarwal,Cabin Crew,DEL,B777|B737|A321|A350|ATR72|A320,85,Available,True,92
CC054,CC. Ramesh Saxena,Cabin Crew,MAA,A321|A350|ATR72|B737|B777|A320,85,Available,True,92
CC055,CC. Aisha Tiwari,Cabin Crew,DEL,B737|ATR72|A320|A321,75,Available,True,64
CC056,CC. Vivaan Nair,Cabin Crew,DEL,A321|B777|B737|A320|ATR72,85,Available,True,97
CC057,CC. Tara Khan,Cabin Crew,DEL,A320|A350|B777|A321,85,Available,True,19
CC058,CC. Geeta Khan,Cabin Crew,BLR,ATR72|A350|A320|B777|B737,85,Available,False,10
CC059,CC. Atharv Gupta,Cabin Crew,BOM,A320|A321|A350|ATR72|B737,85,On Leave,True,108
CC060,CC. Rohan Patel,Cabin Crew,HYD,B737|A321|A320|ATR72|B777,80,Available,True,97
CC061,CC. Arnav Shah,Cabin Crew,DEL,ATR72|B777|A350|A320|B737|A321,75,Available,True,68
CC062,CC. Ira Chandra,Cabin Crew,MAA,B777|ATR72|B737|A320|A350|A321,75,Available,False,9
CC063,CC. Zara Tiwari,Cabin Crew,BLR,B777|B737|A320|A321,85,Available,False,67
CC064,CC. Vivaan Nair,Cabin Crew,BOM,A321|B737|B777|A320|A350|ATR72,80,Available,False,45
CC065,CC. Aarav Jain,Cabin Crew,DEL,A320|B777|B737|A350|A321,80,Training,True,105
CC066,CC. Mahesh Malhotra,Cabin Crew,DEL,A321|A320|A350|B737,75,Available,False,48
CC067,CC. Priya Pandey,Cabin Crew,DEL,B737|A320|B777|A321|A350|ATR72,80,Available,True,16
CC068,CC. Nita Saxena,Cabin Crew,MAA,A321|B737|B777|ATR72|A320,85,Available,True,6
CC069,CC. Vivaan Malhotra,Cabin Crew,MAA,ATR72|B737|A321|A350|B777,75,Available,False,12
CC070,CC. Aarush Saxena,Cabin Crew,MAA,A350|ATR72|B737|A320|B777,80,Available,False,83
CC071,CC. Vihaan Kapoor,Cabin Crew,CCU,A321|A320|B737|ATR72|B777,80,Available,False,79
CC072,CC. Tara Saxena,Cabin Crew,CCU,A320|A321|A350|B737|ATR72|B777,85,Available,True,82
CC073,CC. Aisha Pandey,Cabin Crew,MAA,A321|A320|A350|B737,75,Available,True,25
CC074,CC. Zara Bansal,Cabin Crew,BLR,A350|A320|B777|B737|ATR72|A321,85,Available,True,45
CC075,CC. Sunita Agarwal,Cabin Crew,CCU,A320|B737|A321|ATR72,80,Available,True,81
CC076,CC. Aarush Reddy,Cabin Crew,CCU,ATR72|A350|A320|A321,85,Available,False,10
CC077,CC. Dinesh Nair,Cabin Crew,DEL,B737|ATR72|A321|A350|A320|B777,80,Available,True,16
CC078,CC. Geeta Kapoor,Cabin Crew,CCU,B737|A320|ATR72|B777|A350,80,Available,True,118
CC079,CC. Ishaan Sinha,Cabin Crew,BLR,A321|ATR72|A350|B777,85,Available,False,46
CC080,CC. Anaya Sinha,Cabin Crew,MAA,B777|ATR72|A320|A350|B737,80,Available,True,97
CC081,CC. Reyansh Menon,Cabin Crew,HYD,A320|B737|A350|A321,85,Available,False,103
CC082,CC. Nisha Sinha,Cabin Crew,CCU,ATR72|A320|A321|B777|B737|A350,75,Available,True,80
CC083,CC. Ishaan Agarwal,Cabin Crew,BOM,B737|B777|A350|A320|ATR72|A321,75,Available,False,15
CC084,CC. Rajesh Kumar,Cabin Crew,BOM,B737|ATR72|A350|B777,85,Available,True,59
CC085,CC. Sita Verma,Cabin Crew,MAA,B737|ATR72|A350|B777|A321,75,Available,False,77
CC086,CC. Diya Chandra,Cabin Crew,HYD,A321|ATR72|B737|B777,80,Available,False,73
CC087,CC. Diya Joshi,Cabin Crew,BOM,A320|ATR72|A321|A350|B777,85,Available,False,25
CC088,CC. Umesh Menon,Cabin Crew,DEL,ATR72|B737|A350|B777|A321|A320,75,Available,True,88
CC089,CC. Meera Agarwal,Cabin Crew,DEL,B737|B777|ATR72|A320,75,Available,True,104
CC090,CC. Kira Jain,Cabin Crew,BLR,B777|A350|A320|ATR72,80,Available,True,42
CC091,CC. Priya Sharma,Cabin Crew,HYD,A320|B777|ATR72|A321,80,Available,True,76
CC092,CC. Ramesh Sharma,Cabin Crew,MAA,A350|B737|A321|A320|ATR72,85,Available,True,54
CC093,CC. Suresh Khan,Cabin Crew,CCU,A350|ATR72|B777|B737|A320,75,Available,True,57
CC094,CC. Diya Sinha,Cabin Crew,CCU,A350|B737|A321|A320,85,Available,True,74
CC095,CC. Nisha Menon,Cabin Crew,BOM,A321|A320|ATR72|A350|B777,85,Available,True,110
CC096,CC. Nita Choudhury,Cabin Crew,HYD,B737|ATR72|B777|A350|A321,85,Available,True,101
CC097,CC. Umesh Tiwari,Cabin Crew,BOM,A350|A321|ATR72|B777,80,Available,True,72
CC098,CC. Rajesh Chandra,Cabin Crew,CCU,A321|B737|ATR72|B777|A350,80,Available,False,57
CC099,CC. Atharv Malhotra,Cabin Crew,MAA,A350|B737|ATR72|A320|A321,85,Available,True,73
CC100,CC. Tara Khan,Cabin Crew,MAA,A321|B737|B777|ATR72,85,Available,True,84
CC101,CC. Rita Nair,Cabin Crew,BOM,A320|A350|ATR72|B777,85,Available,True,13
CC102,CC. Geeta Menon,Cabin Crew,DEL,B737|A320|A350|ATR72,85,Available,False,38
CC103,CC. Kavya Menon,Cabin Crew,BOM,ATR72|B777|A320|A350|B737|A321,75,Available,False,8
CC104,CC. Rita Iyer,Cabin Crew,HYD,B777|A350|A320|B737|ATR72,80,Available,False,14
CC105,CC. Saanvi Singh,Cabin Crew,BLR,ATR72|A321|A350|B737,80,Available,False,33
CC106,CC. Arjun Reddy,Cabin Crew,BOM,B737|ATR72|A320|A321,85,Available,True,93
CC107,CC. Mahesh Shukla,Cabin Crew,MAA,B777|A350|A321|A320|B737,75,Available,False,27
CC108,CC. Zara Shah,Cabin Crew,HYD,A320|A350|B777|ATR72|B737|A321,80,Available,True,86
CC109,CC. Rajesh Sharma,Cabin Crew,MAA,B777|ATR72|A350|A321|A320,75,Available,False,61
CC110,CC. Saanvi Patel,Cabin Crew,BLR,A320|B737|ATR72|A321|B777,85,Available,True,74
CC111,CC. Tara Bansal,Cabin Crew,BLR,A321|B777|A350|A320|B737,85,Available,True,114
CC112,CC. Diya Nair,Cabin Crew,BOM,A321|ATR72|A350|A320|B777|B737,80,Available,False,110
CC113,CC. Ramesh Saxena,Cabin Crew,BOM,B777|B737|ATR72|A350,85,Available,True,107
CC114,CC. Nisha Khan,Cabin Crew,HYD,A321|ATR72|A350|B777|B737,85,Available,False,55
CC115,CC. Ganesh Sinha,Cabin Crew,BLR,B737|A321|A320|B777|ATR72,85,Available,False,74
CC116,CC. Aarav Kumar,Cabin Crew,MAA,A350|ATR72|A320|B777|B737,80,Available,True,81
CC117,CC. Anaya Kapoor,Cabin Crew,HYD,A350|B777|B737|ATR72|A321|A320,75,Available,True,36
CC118,CC. Atharv Reddy,Cabin Crew,BOM,A321|ATR72|A320|B777|A350|B737,75,Available,True,83
CC119,CC. Reyansh Patel,Cabin Crew,BLR,A350|A320|B737|B777,85,Available,False,120
CC120,CC. Rohan Desai,Cabin Crew,BOM,A350|A320|B737|B777,75,Available,False,49
CC121,CC. Kira Singh,Cabin Crew,CCU,B737|A320|A350|ATR72|A321,80,Available,False,84
CC122,CC. Reyansh Dubey,Cabin Crew,MAA,A350|B777|ATR72|B737|A320,80,Available,False,25
CC123,CC. Aisha Kapoor,Cabin Crew,DEL,A320|A350|A321|B777|B737,75,Training,False,11
CC124,CC. Rohan Khan,Cabin Crew,HYD,A320|A321|B737|A350,80,Available,True,14
CC125,CC. Umesh Saxena,Cabin Crew,BLR,B777|A350|A320|A321|ATR72|B737,85,Available,False,37
CC126,CC. Mahesh Menon,Cabin Crew,DEL,B737|A321|B777|A320|ATR72|A350,85,Available,False,33
CC127,CC. Tara Sharma,Cabin Crew,HYD,B737|A320|B777|A350,85,Available,False,95
CC128,CC. Nisha Agarwal,Cabin Crew,CCU,A321|A350|B737|A320|ATR72|B777,80,Available,True,99
CC129,CC. Kira Singh,Cabin Crew,DEL,ATR72|B737|A321|B777|A320|A350,80,Available,True,19
CC130,CC. Aarav Verma,Cabin Crew,BLR,A350|ATR72|A321|A320|B737,85,Available,True,37
CC131,CC. Geeta Shukla,Cabin Crew,MAA,A320|A321|B737|ATR72|B777|A350,80,Available,True,63
CC132,CC. Dinesh Gupta,Cabin Crew,CCU,A320|B777|A321|B737|ATR72,85,Available,True,19
CC133,CC. Suresh Rao,Cabin Crew,CCU,A320|B737|ATR72|A321|A350|B777,85,Available,False,28
CC134,CC. Sita Patel,Cabin Crew,CCU,B737|B777|ATR72|A321|A350|A320,75,Available,True,8
CC135,CC. Rajesh Bansal,Cabin Crew,DEL,A321|A350|ATR72|A320|B737,85,Available,True,72
CC136,CC. Meera Dubey,Cabin Crew,BLR,ATR72|A350|A321|B777|B737|A320,85,Available,True,84
CC137,CC. Zara Sinha,Cabin Crew,MAA,ATR72|A320|A350|B777|B737|A321,75,Available,True,76
CC138,CC. Sunita Joshi,Cabin Crew,BLR,B737|A350|A321|ATR72,75,Available,True,42
CC139,CC. Kira Chandra,Cabin Crew,BLR,ATR72|A320|B777|B737|A321|A350,75,Available,False,90
CC140,CC. Mira Malhotra,Cabin Crew,CCU,B737|B777|ATR72|A321|A350,80,Available,False,62
CC141,CC. Arjun Pandey,Cabin Crew,DEL,B737|ATR72|A320|A350,85,Available,False,99
CC142,CC. Sita Khan,Cabin Crew,DEL,ATR72|A350|A321|A320|B777,85,Available,False,63
CC143,CC. Tara Kapoor,Cabin Crew,HYD,A320|A321|B777|A350,85,Available,False,105
CC144,CC. Nita Sharma,Cabin Crew,DEL,A350|B737|A321|B777,80,Available,False,40
CC145,CC. Geeta Iyer,Cabin Crew,BLR,A320|ATR72|B777|A350,75,Available,True,33
CC146,CC. Arnav Gupta,Cabin Crew,MAA,A320|ATR72|B777|A350,75,Available,False,93
CC147,CC. Atharv Jain,Cabin Crew,CCU,A320|A350|B737|B777,80,Available,False,92
CC148,CC. Ganesh Desai,Cabin Crew,MAA,B737|B777|A350|A321|A320|ATR72,85,Available,True,40
CC149,CC. Kira Patel,Cabin Crew,BOM,ATR72|A320|B777|A350,75,Available,False,63
CC150,CC. Saanvi Reddy,Cabin Crew,MAA,ATR72|A321|A350|B737|B777|A320,85,Available,False,100
CC151,CC. Kavya Patel,Cabin Crew,BLR,B737|A350|ATR72|A320|A321|B777,85,Available,False,14
CC152,CC. Ishaan Sharma,Cabin Crew,BLR,B737|A320|A321|A350|B777,75,Available,True,21
CC153,CC. Suresh Kapoor,Cabin Crew,HYD,ATR72|A320|A321|A350,85,Available,True,6
CC154,CC. Nita Chandra,Cabin Crew,CCU,ATR72|A350|B737|A321,80,Available,False,27
CC155,CC. Nisha Kapoor,Cabin Crew,BLR,ATR72|A320|B777|A350|B737,85,Available,False,102
CC156,CC. Aarush Kapoor,Cabin Crew,MAA,B777|A320|A321|B737|ATR72|A350,80,Available,False,75
CC157,CC. Rita Menon,Cabin Crew,HYD,B777|B737|A320|A350,80,On Leave,False,82
CC158,CC. Nisha Kumar,Cabin Crew,CCU,A350|A320|B777|ATR72|A321,80,Available,True,112
CC159,CC. Vivaan Shukla,Cabin Crew,DEL,A321|B737|A350|A320|ATR72|B777,80,Available,True,67
CC160,CC. Rajesh Khan,Cabin Crew,MAA,B777|ATR72|A321|A350,85,Available,False,37
CC161,CC. Naresh Sinha,Cabin Crew,BOM,ATR72|A320|B737|B777|A321,80,Available,True,26
CC162,CC. Rajesh Jain,Cabin Crew,MAA,B777|A320|ATR72|A350|B737|A321,85,Sick,False,65
CC163,CC. Umesh Gupta,Cabin Crew,BLR,A321|A350|B737|A320|B777|ATR72,80,Available,True,7
CC164,CC. Zara Pandey,Cabin Crew,BLR,B737|B777|ATR72|A321,75,Available,False,65
CC165,CC. Zara Kumar,Cabin Crew,BOM,A320|B777|B737|A350|A321,80,Available,False,94
CC166,CC. Arjun Gupta,Cabin Crew,CCU,B737|ATR72|A321|A350|B777,80,On Leave,True,84
CC167,CC. Kiara Malhotra,Cabin Crew,CCU,A321|A320|A350|B737,75,Available,True,18
CC168,CC. Kira Gupta,Cabin Crew,CCU,A321|ATR72|B737|A350|B777,75,Available,False,115
CC169,CC. Tara Patel,Cabin Crew,MAA,B737|B777|A321|A320,80,Available,False,12
CC170,CC. Sunita Bhatt,Cabin Crew,HYD,A350|B737|A320|B777|ATR72,85,Available,False,91
CC171,CC. Ishaan Menon,Cabin Crew,CCU,A321|B777|A350|B737,80,Available,True,34
CC172,CC. Tara Gupta,Cabin Crew,CCU,A320|ATR72|A350|A321|B737,75,Available,True,103
CC173,CC. Arnav Kapoor,Cabin Crew,BLR,A320|ATR72|A321|B777|A350|B737,85,Available,False,106
CC174,CC. Aisha Desai,Cabin Crew,MAA,A350|A321|ATR72|B777|A320,75,Available,False,85
CC175,CC. Advait Tiwari,Cabin Crew,BLR,A321|A320|B737|A350|ATR72|B777,75,Sick,False,114
CC176,CC. Nisha Nair,Cabin Crew,MAA,B737|A321|A320|ATR72|B777|A350,85,Sick,True,47
CC177,CC. Vihaan Dubey,Cabin Crew,BOM,A320|B737|A350|A321,75,Available,True,64
CC178,CC. Ganesh Dubey,Cabin Crew,CCU,B777|B737|ATR72|A350|A320|A321,80,Available,True,36
CC179,CC. Ishaan Pandey,Cabin Crew,HYD,B737|ATR72|A320|B777|A321,80,Available,True,111
CC180,CC. Zara Verma,Cabin Crew,HYD,B737|A321|A320|A350,85,Available,True,26
CC181,CC. Aisha Joshi,Cabin Crew,MAA,A320|A321|ATR72|A350,85,Available,True,56
CC182,CC. Rita Menon,Cabin Crew,CCU,A320|B737|A350|A321,80,Available,True,74
CC183,CC. Rajesh Rao,Cabin Crew,DEL,A320|ATR72|B777|A350,75,Available,True,87
CC184,CC. Anaya Shah,Cabin Crew,CCU,ATR72|A320|A321|B737|A350,80,Available,False,111
CC185,CC. Ganesh Reddy,Cabin Crew,DEL,A320|A350|B737|B777,75,Available,True,119
CC186,CC. Vivaan Verma,Cabin Crew,CCU,A350|B737|A320|ATR72|B777,75,Available,False,39
CC187,CC. Meera Patel,Cabin Crew,HYD,B737|A320|ATR72|A350|B777,85,Available,False,29
CC188,CC. Ganesh Choudhury,Cabin Crew,DEL,B737|A320|B777|ATR72,75,Available,False,102
CC189,CC. Rajesh Jain,Cabin Crew,DEL,A321|B737|A350|ATR72,75,Available,True,117
CC190,CC. Meera Joshi,Cabin Crew,CCU,B737|ATR72|B777|A321|A320|A350,80,Available,False,98
CC191,CC. Kabir Bhatt,Cabin Crew,BLR,ATR72|A321|B737|B777|A320,75,Available,False,108
CC192,CC. Arjun Jain,Cabin Crew,BOM,B737|B777|A320|ATR72,85,Available,False,43
CC193,CC. Nita Bhatt,Cabin Crew,BOM,B777|A350|B737|ATR72,80,Available,True,99
CC194,CC. Meera Shukla,Cabin Crew,BOM,A321|A320|B737|A350|ATR72,85,Training,True,68
CC195,CC. Dinesh Mishra,Cabin Crew,BOM,A321|B777|A320|ATR72|A350,85,Available,False,81
CC196,CC. Vivaan Iyer,Cabin Crew,CCU,A321|ATR72|A320|B777|A350,80,Available,True,116
CC197,CC. Sunita Agarwal,Cabin Crew,BLR,A321|B737|A350|ATR72|B777|A320,85,Available,False,51
CC198,CC. Aarav Sinha,Cabin Crew,BOM,A321|B777|A350|B737|A320,85,Sick,True,73
CC199,CC. Kabir Mishra,Cabin Crew,CCU,ATR72|A320|B777|A321|A350,80,Available,True,62
CC200,CC. Diya Kumar,Cabin Crew,HYD,B737|A350|B777|A321|A320,75,Available,True,89
CC201,CC. Kira Shah,Cabin Crew,DEL,A350|B737|B777|A320|A321|ATR72,75,Available,True,112
CC202,CC. Vihaan Patel,Cabin Crew,DEL,A321|B737|A320|B777,80,Available,True,44
CC203,CC. Kavya Tiwari,Cabin Crew,HYD,A350|A320|ATR72|B737,85,Training,False,40
CC204,CC. Geeta Menon,Cabin Crew,BLR,A321|B777|B737|A320,80,Available,False,82
CC205,CC. Sunita Shukla,Cabin Crew,HYD,B777|ATR72|A321|A350|A320|B737,80,Available,False,62
CC206,CC. Aarav Kapoor,Cabin Crew,DEL,A350|B777|ATR72|B737|A320|A321,80,Available,False,116
CC207,CC. Advait Shukla,Cabin Crew,BLR,A350|ATR72|B737|A321,85,Available,False,12
CC208,CC. Aarav Khan,Cabin Crew,MAA,A320|ATR72|A321|A350|B777,85,Sick,True,13
CC209,CC. Geeta Kumar,Cabin Crew,HYD,B777|B737|A321|A350|A320|ATR72,80,Available,False,99
CC210,CC. Arnav Shah,Cabin Crew,HYD,B737|A320|A350|ATR72|A321,80,Available,True,28
CC211,CC. Atharv Desai,Cabin Crew,DEL,B777|B737|A350|A321,85,Available,False,75
CC212,CC. Ira Sharma,Cabin Crew,BLR,A320|B777|A350|A321|ATR72|B737,80,Available,True,8
CC213,CC. Ishaan Iyer,Cabin Crew,CCU,B777|B737|ATR72|A321,85,Available,False,112
CC214,CC. Vivaan Iyer,Cabin Crew,DEL,B777|A350|A321|ATR72,75,Available,True,52
CC215,CC. Ganesh Sharma,Cabin Crew,DEL,B737|ATR72|A350|A320|A321|B777,85,Available,False,67
CC216,CC. Suresh Reddy,Cabin Crew,DEL,B777|B737|A350|A321|A320|ATR72,85,Available,False,83
CC217,CC. Ganesh Pandey,Cabin Crew,HYD,ATR72|A321|B737|A350|A320,80,Available,True,82
CC218,CC. Vivaan Gupta,Cabin Crew,DEL,A350|B777|B737|A320|ATR72|A321,80,Available,True,78
CC219,CC. Zara Tiwari,Cabin Crew,CCU,ATR72|A350|A320|A321|B777|B737,80,Available,False,69
CC220,CC. Anaya Tiwari,Cabin Crew,MAA,A350|B777|ATR72|A321|A320|B737,80,Available,False,106
CC221,CC. Tara Chandra,Cabin Crew,MAA,A321|A320|A350|B737|ATR72,75,Available,True,25
CC222,CC. Kavya Bhatt,Cabin Crew,BLR,A320|A321|B777|ATR72,80,Available,True,64
CC223,CC. Kiara Choudhury,Cabin Crew,BLR,B737|A350|A321|A320|ATR72,80,Available,False,56
CC224,CC. Umesh Sharma,Cabin Crew,HYD,ATR72|B777|A320|A321|A350,85,Sick,True,111
CC225,CC. Tara Sinha,Cabin Crew,MAA,ATR72|B777|A321|A320,80,Available,True,58
CC226,CC. Saanvi Joshi,Cabin Crew,MAA,A320|B777|B737|A350|ATR72|A321,85,Available,False,85
CC227,CC. Meera Reddy,Cabin Crew,MAA,ATR72|A350|A321|B777|B737|A320,80,Available,True,118
CC228,CC. Arjun Nair,Cabin Crew,BOM,ATR72|A350|B737|A320|B777,80,Available,True,116
CC229,CC. Ramesh Desai,Cabin Crew,HYD,A321|ATR72|A350|A320|B777|B737,75,Available,False,83
CC230,CC. Dinesh Nair,Cabin Crew,BOM,A350|B737|B777|ATR72|A321,85,Available,False,45
CC231,CC. Nita Choudhury,Cabin Crew,DEL,B777|A320|A350|B737|A321|ATR72,80,Available,False,97
CC232,CC. Geeta Chandra,Cabin Crew,BLR,A321|B777|ATR72|A320|B737,75,Available,True,89
CC233,CC. Vihaan Rao,Cabin Crew,DEL,A320|A321|A350|B777|ATR72,75,Available,False,32
CC234,CC. Nita Rao,Cabin Crew,MAA,B777|B737|A320|A321|A350,80,Available,False,45
CC235,CC. Ishaan Chandra,Cabin Crew,BLR,A320|ATR72|B777|B737|A321|A350,85,Available,False,40
CC236,CC. Mahesh Nair,Cabin Crew,BOM,A321|B777|B737|A320|ATR72,85,Available,False,95
CC237,CC. Kavya Rao,Cabin Crew,BOM,B777|A320|A350|ATR72|A321|B737,75,Available,True,72
CC238,CC. Ramesh Bansal,Cabin Crew,DEL,A321|ATR72|A350|B777,85,Available,False,24
CC239,CC. Ira Singh,Cabin Crew,BLR,B737|ATR72|A321|A350|B777|A320,85,Available,True,75
CC240,CC. Arjun Mishra,Cabin Crew,CCU,A321|A320|ATR72|A350,75,Available,True,98
CC241,CC. Atharv Sinha,Cabin Crew,CCU,A321|A320|B777|A350,75,Available,True,60
CC242,CC. Mahesh Reddy,Cabin Crew,BOM,A320|B737|A350|A321,75,Available,False,59
CC243,CC. Aisha Desai,Cabin Crew,BOM,B737|A350|A320|ATR72|B777|A321,85,Available,True,86
CC244,CC. Umesh Kumar,Cabin Crew,MAA,A350|ATR72|B777|A320|A321,80,Available,False,118
CC245,CC. Priya Patel,Cabin Crew,HYD,ATR72|A350|A320|B737,80,Available,False,120
CC246,CC. Riya Choudhury,Cabin Crew,BLR,B737|ATR72|B777|A350|A321|A320,80,Available,True,28
CC247,CC. Nisha Choudhury,Cabin Crew,BOM,A321|A350|B737|ATR72,85,Available,True,52
CC248,CC. Vihaan Khan,Cabin Crew,MAA,B737|ATR72|A320|A350|A321|B777,80,Available,False,67
CC249,CC. Meera Nair,Cabin Crew,MAA,B777|A350|A320|A321|B737,75,Available,True,108
CC250,CC. Sita Malhotra,Cabin Crew,BLR,ATR72|B737|A320|B777,85,Available,False,46
CC251,CC. Rohan Sinha,Cabin Crew,BOM,B777|B737|A321|A320|A350|ATR72,75,Available,False,24
CC252,CC. Rajesh Sinha,Cabin Crew,MAA,A321|A320|B777|ATR72,85,Available,True,26
CC253,CC. Arnav Kumar,Cabin Crew,BLR,A320|A321|ATR72|A350|B737,80,Available,False,120
CC254,CC. Ira Verma,Cabin Crew,BOM,ATR72|A320|A321|B737|A350,85,Available,False,87
CC255,CC. Rita Reddy,Cabin Crew,MAA,A321|B777|A350|B737|A320|ATR72,75,Available,False,99
CC256,CC. Tara Patel,Cabin Crew,BOM,A320|B737|ATR72|A321,80,Available,False,25
CC257,CC. Ishaan Chandra,Cabin Crew,MAA,A320|B777|B737|ATR72,85,Available,False,41
CC258,CC. Arnav Chandra,Cabin Crew,BOM,B777|A320|B737|A321,85,Available,True,54
CC259,CC. Priya Mishra,Cabin Crew,DEL,ATR72|A321|B777|A350|B737|A320,75,Available,False,97
CC260,CC. Anaya Singh,Cabin Crew,DEL,B737|A320|A321|ATR72|A350,75,Available,True,59
CC261,CC. Nita Kapoor,Cabin Crew,MAA,ATR72|B777|A350|B737|A321|A320,80,Available,True,39
CC262,CC. Nita Rao,Cabin Crew,MAA,ATR72|B737|A350|A320|B777|A321,80,On Leave,True,109
CC263,CC. Anaya Reddy,Cabin Crew,BOM,ATR72|B737|B777|A350|A321,75,Available,True,61
CC264,CC. Reyansh Kumar,Cabin Crew,HYD,A321|ATR72|A320|B737|A350|B777,80,Available,True,100
CC265,CC. Naresh Mishra,Cabin Crew,BLR,B777|A350|A321|A320|B737|ATR72,75,Available,False,37
CC266,CC. Advait Dubey,Cabin Crew,MAA,A321|ATR72|B737|A320|B777|A350,80,Available,True,67
CC267,CC. Ganesh Shah,Cabin Crew,CCU,A320|ATR72|B737|A321|B777|A350,85,Available,False,96
CC268,CC. Arnav Nair,Cabin Crew,BLR,B737|A321|B777|ATR72,85,Available,True,26
CC269,CC. Rajesh Shukla,Cabin Crew,DEL,ATR72|B737|A350|B777|A321,75,Available,False,34
CC270,CC. Aisha Rao,Cabin Crew,BLR,A321|B737|A350|B777|ATR72|A320,80,Available,False,103
CC271,CC. Naresh Rao,Cabin Crew,BLR,ATR72|A321|B777|A350|A320|B737,80,Available,False,35
CC272,CC. Rita Pandey,Cabin Crew,BOM,A350|ATR72|A321|A320,80,Available,True,115
CC273,CC. Sita Singh,Cabin Crew,BOM,A321|B777|A350|A320|ATR72|B737,80,Available,False,100
CC274,CC. Rohan Agarwal,Cabin Crew,DEL,B777|A321|A320|B737,75,Available,True,82
CC275,CC. Ramesh Malhotra,Cabin Crew,DEL,A350|ATR72|B777|B737|A321,80,Available,False,114
CC276,CC. Rajesh Saxena,Cabin Crew,DEL,B777|A350|ATR72|A320|B737|A321,75,Available,False,120
CC277,CC. Ira Bansal,Cabin Crew,BOM,A321|B777|ATR72|A350|B737,75,Available,False,24
CC278,CC. Nita Tiwari,Cabin Crew,MAA,A320|A321|B777|A350|B737,75,Available,True,52
CC279,CC. Tara Bhatt,Cabin Crew,HYD,A350|A321|B777|B737|ATR72,80,Sick,True,15
CC280,CC. Reyansh Tiwari,Cabin Crew,HYD,A321|A320|B777|B737,80,Available,True,46
CC281,CC. Aarav Iyer,Cabin Crew,CCU,ATR72|B777|A321|A320|A350,80,Available,False,42
CC282,CC. Zara Patel,Cabin Crew,CCU,B737|ATR72|B777|A350,85,Available,False,59
CC283,CC. Kiara Sinha,Cabin Crew,HYD,ATR72|A350|A321|B777,85,Available,True,58
CC284,CC. Nita Reddy,Cabin Crew,DEL,B777|A320|A321|B737,80,Available,True,11
CC285,CC. Vihaan Pandey,Cabin Crew,BOM,B737|A321|A320|A350|B777|ATR72,75,Available,False,110
CC286,CC. Nita Bansal,Cabin Crew,CCU,B737|A320|ATR72|A350|A321|B777,80,Available,True,113
CC287,CC. Saanvi Saxena,Cabin Crew,BLR,B737|B777|A321|ATR72|A350,75,Available,True,35
CC288,CC. Reyansh Chandra,Cabin Crew,CCU,B737|A321|B777|A350,80,Available,True,74
CC289,CC. Riya Sinha,Cabin Crew,HYD,A350|A321|ATR72|B777|B737|A320,80,Available,False,47
CC290,CC. Kabir Gupta,Cabin Crew,MAA,A320|ATR72|A321|A350,75,Available,True,97
